Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2001-01-02,0.22305840253829956,0.22868135178872334,0.21837259481196056,0.22305840253829956,452312000
2001-01-03,0.2455519735813141,0.2502377822086318,0.21649832836521463,0.2174354950959749,817073600
2001-01-04,0.2558616101741791,0.2774171229489336,0.25211211698541675,0.2720284699936208,739396000
2001-01-05,0.2455519735813141,0.2605473920679858,0.24086533908003813,0.25398642410518923,412356000
2001-01-08,0.2483634054660797,0.2546892485132344,0.2389909639707739,0.25398637984427047,373699200
2001-01-09,0.25773584842681885,0.264530262283088,0.24836340687822323,0.252112048142838,588929600
2001-01-10,0.2483634054660797,0.2549235213852362,0.2408652971056639,0.2502377386009697,580781600
2001-01-11,0.2699197828769684,0.2774170401903769,0.24367761791328796,0.24367761791328796,803734400
2001-01-12,0.25773584842681885,0.26991978969373503,0.25586154030775116,0.26804460564788957,423376800
2001-01-16,0.25679871439933777,0.2736684389710918,0.2549235302985888,0.2614844973474418,306118400
2001-01-17,0.25211212038993835,0.2633588983070403,0.24742633623623672,0.2633588983070403,840873600
2001-01-18,0.28022852540016174,0.28116566687450656,0.26429594409186036,0.2671074435943271,1227010400
2001-01-19,0.2924123704433441,0.2933495367189809,0.2802284580659232,0.29147520416770734,776664000
2001-01-22,0.288663774728775,0.29428672319378085,0.2764798604789447,0.28585230049627214,519327200
2001-01-23,0.3074078857898712,0.31396885332324487,0.2858523766781614,0.2896010183293659,879530400
2001-01-24,0.3074078857898712,0.31022021167204034,0.29334965998057044,0.30928307002910066,717091200
2001-01-25,0.2989733815193176,0.3083458215477286,0.29616190728348996,0.3083458215477286,489708800
2001-01-26,0.2933497130870819,0.29709918129097496,0.28585242842740327,0.29241254624800045,482820800
2001-01-29,0.3252156972885132,0.3261528641542095,0.29334972141801585,0.29334972141801585,855528800
2001-01-30,0.32615259289741516,0.32990120718955335,0.31303151689567577,0.323341094638612,692423200
2001-01-31,0.32427844405174255,0.3373995274713264,0.32146696922997275,0.3224041358460562,730704800
2001-02-01,0.3167801797389984,0.32240400299192806,0.30740774161940065,0.31022006618262393,369695200
2001-02-02,0.30928298830986023,0.32896418390901216,0.30740780456609484,0.31678024460485044,427341600
2001-02-05,0.30272212624549866,0.30834592755066054,0.2961620090978435,0.3074079099072615,286115200
2001-02-06,0.3167801797389984,0.32076311744622976,0.2999104868595943,0.3022533648946443,462711200
2001-02-07,0.3111572563648224,0.3130315889689092,0.29709901104000713,0.3097515194249933,393887200
2001-02-08,0.3111572563648224,0.3158430628485673,0.30272198382579546,0.30834578248516425,604128000
2001-02-09,0.2867894470691681,0.3120944402373003,0.28022848173838366,0.30740778258965124,590083200
2001-02-12,0.29522478580474854,0.2999105935954314,0.28210370312232175,0.28585234434957213,274120000
2001-02-13,0.2867894470691681,0.30647064126132034,0.28491511435955924,0.298973360475832,237070400
2001-02-14,0.2924123704433441,0.2942866779681462,0.27741695923901294,0.2877265640916317,309120000
2001-02-15,0.3008477985858917,0.30834593352215645,0.29522484807228744,0.29522484807228744,311416000
2001-02-16,0.28491511940956116,0.2924124003279357,0.2811656280502583,0.28491511940956116,263911200
2001-02-20,0.2746056020259857,0.2914753279173825,0.27273129370542143,0.2877266862497718,314893600
2001-02-21,0.2830408811569214,0.2989734391488858,0.2736684393218958,0.2736684393218958,390258400
2001-02-22,0.2821037769317627,0.29053820312999434,0.26991985762497583,0.2858524191398053,431961600
2001-02-23,0.2821037769317627,0.28304094374039473,0.2736684998330185,0.2792914506318396,293865600
2001-02-26,0.2924123704433441,0.2952246951438116,0.27835412551464966,0.2858522565668296,206438400
2001-02-27,0.29053813219070435,0.291475298770513,0.2802285490184227,0.28913239483423114,348516000
2001-02-28,0.27366840839385986,0.29147527254976874,0.2717940754028552,0.2905381060542664,508233600
2001-03-01,0.2811657190322876,0.2811657190322876,0.25773587645047646,0.2671074931442302,330461600
2001-03-02,0.288663774728775,0.30647066247008653,0.27366838624644174,0.27460552763962587,406201600
2001-03-05,0.30553340911865234,0.3074077163982093,0.2886636925968498,0.29053799987640677,324172800
2001-03-06,0.3224041163921356,0.3308385403485104,0.31022017529733587,0.31068877109034265,731802400
2001-03-07,0.3186545968055725,0.32427839652522095,0.3111573150286741,0.31959176328430405,419540800
2001-03-08,0.312094509601593,0.31678029236410266,0.3064707093757002,0.3102201764754059,204859200
2001-03-09,0.3036591410636902,0.3102201063699899,0.2999105257114089,0.3092829650451563,299135200
2001-03-12,0.2792912423610687,0.29803611619754794,0.27179396353579266,0.2952246428946862,391020000
2001-03-13,0.2933497130870819,0.2933497130870819,0.27273134188566867,0.2830409529366454,443329600
2001-03-14,0.30647075176239014,0.30740789342861674,0.276479941033225,0.2774170826994516,477775200
2001-03-15,0.29522478580474854,0.32052893370587987,0.29522478580474854,0.31303167627785816,529317600
2001-03-16,0.2942868173122406,0.3045964270464346,0.28304091678557847,0.28491522519786106,470316000
2001-03-19,0.30834582448005676,0.30928299090973677,0.2924124185075378,0.2961619100999507,356008800
2001-03-20,0.29522478580474854,0.31396881781481145,0.29522478580474854,0.3106887723825168,499206400
2001-03-21,0.30178484320640564,0.3130316156086916,0.29053807080411975,0.29663046564622453,371375200
2001-03-22,0.32427844405174255,0.3261527772839094,0.30272208526651156,0.30553356008828136,723301600
2001-03-23,0.3448966443538666,0.3533319156597543,0.3299012349191634,0.330838401084204,944888000
2001-03-26,0.3266027569770813,0.3561434279806371,0.31685494644207,0.34684656943029946,734451200
2001-03-27,0.3429475724697113,0.3456465268533092,0.3284014386432712,0.329001873656543,543821600
2001-03-28,0.33245083689689636,0.33739947223917893,0.3224040830686475,0.3311013592351324,584662400
2001-03-29,0.33784881234169006,0.351645035513911,0.32240414490417413,0.32645255363945447,613065600
2001-03-30,0.3309510052204132,0.34069796556234005,0.3200040254970888,0.33814931960274114,400349600
2001-04-02,0.3237534463405609,0.3397985416094291,0.32090418278608923,0.3312507259195446,340911200
2001-04-03,0.30350974202156067,0.3209042956722062,0.3018596211735084,0.32030471130460725,368687200
2001-04-04,0.2924123704433441,0.3036591165451282,0.28116559931508855,0.29631131950682793,685484800
2001-04-05,0.31295689940452576,0.33739948395645003,0.2999105717648621,0.30890764040488844,446762400
2001-04-06,0.3087579905986786,0.31550537549980817,0.2984105989349746,0.31190704551030735,324889600
2001-04-09,0.30800825357437134,0.3200040694013845,0.30080991317796396,0.31025710772218246,266582400
2001-04-10,0.330500990152359,0.34039828784404014,0.311606647359098,0.3134062265594877,457374400
2001-04-11,0.3269025981426239,0.344896733746987,0.31910467388829894,0.3445969416034041,334096000
2001-04-12,0.33619940280914307,0.3451964691319911,0.3171555598701926,0.3212039919534128,298933600
2001-04-16,0.3215038478374481,0.3358996773608826,0.3128065718832589,0.3312508092666895,285224800
2001-04-17,0.3059089779853821,0.3180551066184414,0.29391230751633174,0.31790479755396756,685199200
2001-04-18,0.3417477011680603,0.3610921665992783,0.3161059485368187,0.3234537721493426,1100842400
2001-04-19,0.3856850564479828,0.38613430672758986,0.35389467414746933,0.3831355842607032,1873670400
2001-04-20,0.37548795342445374,0.3843355633043133,0.3688900485057862,0.3738386836632096,693403200
2001-04-23,0.3636415898799896,0.3748883618640418,0.35989209861857663,0.3649910673751199,541525600
2001-04-24,0.3603422939777374,0.3711389418860765,0.3525443687332116,0.3648408284500638,377137600
2001-04-25,0.37068963050842285,0.37278900144963906,0.35344456181309014,0.3630412141879652,330780800
2001-04-26,0.3702395260334015,0.391382743422451,0.3700892170216446,0.37743701525022244,799696800
2001-04-27,0.3928825557231903,0.39423203342243746,0.37113892673968873,0.37788714110966926,453012000
2001-04-30,0.38223621249198914,0.40667879656799816,0.3729385009612674,0.4003806584413817,494776800
2001-05-01,0.38883423805236816,0.39738120797604864,0.37788725328693445,0.3810363358377203,427252000
2001-05-02,0.3987305462360382,0.40038064188957473,0.38628462956997445,0.39498190550961065,368524800
2001-05-03,0.3742879331111908,0.39363239627017965,0.3708390848150126,0.3894336547142002,301543200
2001-05-04,0.38613441586494446,0.3876342279988729,0.3592926863610536,0.36349142956273295,281052800
2001-05-07,0.3742879331111908,0.38628459854721564,0.37248835446239476,0.38418522776922587,276550400
2001-05-08,0.36844000220298767,0.3816358140051134,0.3591431406773568,0.38013687805895163,315436800
2001-05-09,0.3595922589302063,0.368140049171985,0.35494424313496664,0.3619914213120775,324889600
2001-05-10,0.3448966443538666,0.3673901589294169,0.3441467512524359,0.36304110929050276,288976800
2001-05-11,0.34264785051345825,0.3522445017844364,0.34129837304557714,0.3450470133312028,203044800
2001-05-14,0.3492457866668701,0.35509379818698455,0.3411480952455,0.3432474661372004,309220800
2001-05-15,0.34759655594825745,0.38238568772878523,0.34549718482090025,0.350444994586438,237025600
2001-05-16,0.36139199137687683,0.367390312827532,0.3426479344566806,0.34879573906616385,322330400
2001-05-17,0.35314473509788513,0.3648407572692726,0.34864620150322706,0.36334179665346494,332119200
2001-05-18,0.35284489393234253,0.35449416331730554,0.346696240678006,0.3502953974029278,159051200
2001-05-21,0.3532941937446594,0.3585426456186514,0.34564660403450637,0.35434387911416315,460997600
2001-05-22,0.35239487886428833,0.3618420481673671,0.35089506719086855,0.3598921353251233,412916000
2001-05-23,0.348345547914505,0.3561434463746614,0.3427973291202527,0.3561434463746614,281041600
2001-05-24,0.3478964567184448,0.34939541808174335,0.33919917731519594,0.34924593488242817,271756800
2001-05-25,0.341298371553421,0.3492457532037545,0.3373994222890311,0.3478962757417733,158743200
2001-05-29,0.3219539225101471,0.33739943623756385,0.31205665288165274,0.3346996553283893,515989600
